date,close
2023-03-26,16078.0
2023-03-27,16335.0
2023-03-28,16356.0
2023-03-29,16322.0
2023-03-30,16322.0
2023-04-02,16297.0
2023-04-03,16290.0
2023-04-04,16160.0
2023-04-05,16285.0
2023-04-06,16048.0
2023-04-09,16087.0
2023-04-10,16145.0
2023-04-11,16220.0
2023-04-12,16325.0
2023-04-13,16308.0
2023-04-16,16058.0
2023-04-17,16135.0
2023-04-18,16135.0
2023-04-19,16154.0
2023-04-20,16278.0
2023-04-23,16187.0
2023-04-24,16252.0
2023-04-25,16272.0
2023-04-26,16369.0
2023-04-27,16204.0
2023-04-30,15879.0
2023-05-01,15879.0
2023-05-02,16170.0
2023-05-03,16215.0
2023-05-04,16215.0
2023-05-07,15943.0
2023-05-08,16039.0
2023-05-09,16140.0
2023-05-10,15905.0
2023-05-11,15844.0
2023-05-14,15931.0
2023-05-15,16085.1201171875
2023-05-16,16085.0
2023-05-17,16050.0
2023-05-18,15995.0
2023-05-21,15871.0
2023-05-22,16092.0
2023-05-23,16020.0
2023-05-24,16020.0
2023-05-25,16001.0
2023-05-28,15859.0
2023-05-29,15805.0
2023-05-30,16070.0
2023-05-31,16070.0
2023-06-01,15758.0
2023-06-04,15717.0
2023-06-05,15945.0
2023-06-06,15945.0
2023-06-07,15691.0
2023-06-08,15744.0
2023-06-11,15763.0
2023-06-12,15940.0
2023-06-13,16008.0
2023-06-14,16135.0
2023-06-15,16135.0
2023-06-18,16134.0
2023-06-19,16368.0
2023-06-20,16368.0
2023-06-21,16355.0
2023-06-22,16355.0
2023-06-25,16086.0
2023-06-26,16194.0
2023-06-27,16205.0
2023-06-28,16360.0
2023-06-29,16285.0
2023-07-02,16134.0
2023-07-03,16385.0
2023-07-04,16124.0
2023-07-05,16385.0
2023-07-06,16175.0
2023-07-09,16288.0
2023-07-10,16587.0
2023-07-11,16720.0
2023-07-12,16686.0
2023-07-13,16690.0
2023-07-16,16566.0
2023-07-17,16855.5
2023-07-18,16860.0
2023-07-19,16784.0
2023-07-20,16784.0
2023-07-23,16475.0
2023-07-24,16618.0
