date,indonesia_suhu_max,indonesia_hujan,indonesia_hujan_7d,indonesia_suhu_anomali,jerman_suhu_max,jerman_hujan,jerman_hujan_7d,jerman_suhu_anomali,australia_suhu_max,australia_hujan,australia_hujan_7d,australia_suhu_anomali,brasil_suhu_max,brasil_hujan,brasil_hujan_7d,brasil_suhu_anomali,china_suhu_max,china_hujan,china_hujan_7d,china_suhu_anomali,rusia_suhu_max,rusia_hujan,rusia_hujan_7d,rusia_suhu_anomali,amerika_suhu_max,amerika_hujan,amerika_hujan_7d,amerika_suhu_anomali
2024-01-07,30.8,15.8,101.5,-0.2199999999999988,4.2,0.0,32.599999999999994,-4.526666666666666,36.8,22.8,29.0,-0.6099999999999994,28.7,19.4,106.9,-1.8233333333333304,8.9,0.0,3.600000000000002,-1.1300000000000008,-22.9,0.0,2.5,-16.513333333333332,1.4,2.3,7.1,-4.193333333333333
2024-01-08,28.0,24.9,120.5,-2.8999999999999986,-0.8,0.0,32.0,-9.206666666666669,32.8,17.8,46.8,-4.513333333333343,30.5,6.9,99.2,-0.009999999999998,9.3,0.4,4.000000000000002,-0.3066666666666648,-9.7,0.9,3.4,-3.4033333333333333,3.2,0.0,6.9,-2.0900000000000007
2024-01-09,30.0,34.0,137.9,-0.9433333333333316,0.6,0.0,11.499999999999996,-7.486666666666666,32.2,14.2,61.0,-5.00333333333333,27.0,19.4,100.7,-3.3000000000000007,15.4,0.0,1.5000000000000018,5.950000000000001,-2.2,3.2,6.6,3.873333333333334,2.4,23.9,30.8,-2.7833333333333345
2024-01-10,33.0,15.6,133.4,2.006666666666668,0.2,0.0,1.6999999999999964,-7.5,33.2,4.0,61.7,-3.903333333333329,28.5,7.0,99.2,-1.783333333333335,7.4,0.0,1.5000000000000018,-1.796666666666665,-1.4,3.9,10.5,4.503333333333334,1.1,3.7,34.5,-4.0600000000000005
2024-01-11,28.6,14.7,126.6,-2.3066666666666684,2.2,0.0,0.7999999999999964,-5.26,33.3,0.0,60.3,-3.706666666666664,25.5,5.4,93.7,-4.633333333333333,10.1,0.0,1.5000000000000018,0.8833333333333329,0.2,4.8,15.3,5.930000000000001,1.2,0.9,35.4,-3.9
2024-01-12,31.4,26.5,149.4,0.4166666666666643,0.9,0.0,0.6999999999999964,-6.2733333333333325,33.9,0.0,60.3,-3.009999999999998,30.2,2.5,74.6,0.1666666666666643,17.4,0.0,0.4000000000000018,8.08,-11.8,0.4,15.7,-5.963333333333334,3.6,23.0,58.4,-1.4933333333333336
2024-01-13,28.4,7.9,139.4,-2.4700000000000024,2.2,0.0,0.0,-4.776666666666667,35.2,0.0,58.8,-1.6400000000000006,30.6,1.5,62.1,0.6500000000000021,15.5,0.0,0.4000000000000018,6.373333333333333,-24.1,0.0,13.2,-17.740000000000002,2.6,3.2,57.0,-2.293333333333333
2024-01-14,30.0,24.2,147.8,-0.8866666666666667,0.4,0.0,0.0,-6.376666666666667,36.5,0.0,36.0,-0.2766666666666637,30.8,2.9,45.6,0.9200000000000016,20.7,0.4,0.8000000000000018,11.223333333333334,-5.4,1.0,14.2,0.919999999999999,-12.1,0.8,55.5,-16.233333333333334
2024-01-15,30.8,1.3,124.2,-0.0133333333333354,3.0,2.1,2.0999999999999965,-3.656666666666667,36.6,0.0,18.2,-0.1466666666666611,32.2,1.3,40.0,2.4033333333333324,7.7,0.0,0.4000000000000018,-1.966666666666666,-1.7,2.8,16.099999999999998,4.543333333333333,-17.1,0.0,55.5,-20.46
2024-01-16,30.9,42.4,132.6,0.0833333333333321,1.6,0.0,2.0999999999999965,-4.906666666666666,37.7,0.0,4.0,0.836666666666666,32.5,0.7,21.3,2.7333333333333343,10.4,0.0,0.4000000000000018,0.4766666666666665,-2.4,0.9,13.8,4.0,-16.5,0.2,31.8,-19.08
2024-01-17,31.5,18.0,135.0,0.6600000000000001,1.2,17.2,19.3,-5.173333333333333,36.8,0.1,0.1,-0.1299999999999954,33.8,0.6,14.9,3.999999999999997,17.0,0.0,0.4000000000000018,6.706666666666667,-7.2,0.1,10.0,-0.496666666666667,-7.2,0.0,28.1,-9.363333333333332
2024-01-18,29.5,28.1,148.39999999999998,-1.326666666666668,1.3,5.8,25.1,-4.943333333333334,31.5,0.2,0.3,-5.256666666666668,32.4,0.4,9.9,2.539999999999999,11.6,3.8,4.200000000000002,1.1133333333333315,0.6,11.4,16.6,7.386666666666666,-3.3,0.6,27.8,-5.333333333333334
2024-01-19,29.8,5.0,126.9,-0.9566666666666634,1.2,0.0,25.1,-4.85,35.3,6.0,6.3,-1.413333333333334,31.9,1.3,8.7,2.0566666666666684,11.3,9.7,13.900000000000002,0.6000000000000014,0.6,0.5,16.700000000000003,7.456666666666666,-5.7,4.1,8.9,-7.343333333333334
2024-01-20,30.2,3.4,122.4,-0.5466666666666669,-1.8,0.0,25.1,-7.443333333333333,34.2,0.1,6.4,-2.5333333333333314,32.6,0.9,8.1,2.606666666666669,7.3,3.4,17.3,-3.673333333333333,-5.2,0.0,16.700000000000003,1.8599999999999997,-6.8,0.2,5.9,-7.996666666666667
2024-01-21,31.5,0.0,98.2,0.7766666666666637,3.8,0.0,25.1,-1.676666666666666,37.4,0.0,6.4,0.5599999999999952,30.6,8.1,13.3,0.4833333333333343,6.4,0.0,16.900000000000002,-4.766666666666666,-11.1,0.0,15.7,-3.64,-5.0,0.0,5.1000000000000005,-5.74
2024-01-22,32.3,0.0,96.9,1.5699999999999967,7.7,6.0,29.0,2.28,39.8,0.0,6.4,2.883333333333333,32.1,0.7,12.7,1.826666666666668,1.1,0.0,16.900000000000002,-9.983333333333334,-8.7,0.0,12.9,-0.9099999999999993,0.4,0.9,6.0,-0.056666666666667
2024-01-23,32.5,0.4,54.9,1.783333333333335,7.8,4.2,33.2,2.4466666666666663,41.8,0.0,6.4,4.880000000000003,30.8,7.0,19.0,0.5633333333333326,0.3,0.0,16.900000000000002,-10.583333333333332,-2.5,1.9,13.9,5.3133333333333335,2.0,9.7,15.5,1.9599999999999995
2024-01-24,33.0,4.6,41.5,2.163333333333334,12.4,1.7,17.699999999999996,6.98,41.3,0.0,6.3,4.213333333333331,28.4,19.2,37.6,-1.7000000000000028,4.2,0.0,16.900000000000002,-6.576666666666667,0.1,0.4,14.2,7.819999999999999,2.3,5.7,21.2,2.5833333333333326
2024-01-25,32.8,21.2,34.599999999999994,1.9366666666666603,9.4,0.6,12.499999999999996,4.036666666666667,40.3,0.0,6.1,3.1033333333333246,30.1,20.0,57.2,-0.1599999999999966,6.8,0.0,13.100000000000003,-3.8833333333333337,-0.4,3.3,6.1,7.363333333333333,4.6,0.9,21.5,5.116666666666666
2024-01-26,32.4,9.5,39.1,1.509999999999998,11.6,2.5,14.999999999999996,6.1466666666666665,37.2,19.5,19.6,0.0066666666666677,31.5,2.1,58.0,1.2966666666666669,8.2,0.0,3.4000000000000035,-2.290000000000001,-2.8,3.7,9.3,4.973333333333333,4.1,17.0,34.400000000000006,4.65
2024-01-27,31.8,29.4,65.1,0.879999999999999,6.4,0.0,14.999999999999996,1.0933333333333328,35.9,10.3,29.8,-1.1833333333333371,30.9,0.1,57.2,0.8200000000000003,8.1,0.0,0.0,-2.1866666666666674,-5.2,1.0,10.3,2.6466666666666665,3.6,1.7,35.9,4.183333333333333
2024-01-28,32.2,1.9,67.0,1.2700000000000031,7.8,0.0,14.999999999999996,2.593333333333333,36.0,8.2,38.0,-0.8966666666666683,30.6,0.6,49.7,0.533333333333335,10.4,0.0,0.0,0.1933333333333333,-4.2,0.1,10.4,3.839999999999999,3.5,5.3,41.2,4.13
2024-01-29,31.6,15.5,82.5,0.6833333333333336,7.4,0.0,8.999999999999996,2.283333333333334,36.5,0.1,38.1,-0.1599999999999966,30.2,1.4,50.400000000000006,0.1266666666666651,10.8,2.8,2.800000000000004,0.7533333333333356,-1.1,0.0,10.4,7.0600000000000005,6.6,0.0,40.3,7.203333333333332
2024-01-30,31.5,9.6,91.7,0.5,6.3,0.2,4.9999999999999964,1.2699999999999996,38.0,0.0,38.1,1.3900000000000006,32.8,0.1,43.5,2.6566666666666663,12.6,1.4,4.200000000000003,2.4333333333333336,0.8,0.0,8.5,8.973333333333334,5.2,3.6,34.2,5.699999999999999
2024-01-31,30.6,34.8,121.9,-0.3733333333333313,8.0,0.1,3.399999999999996,2.963333333333334,37.8,0.0,38.1,1.2199999999999989,28.4,2.6,26.9,-1.673333333333332,13.2,11.1,15.300000000000002,2.8966666666666647,-1.3,0.0,8.1,6.506666666666667,7.4,0.0,28.500000000000004,7.71
2024-02-01,32.3,16.2,116.9,1.216666666666665,9.9,2.7,5.4999999999999964,4.859999999999999,38.0,0.0,38.1,1.4366666666666743,32.4,5.3,12.2,2.246666666666666,9.3,14.4,29.700000000000003,-0.9666666666666668,1.2,1.9,6.7,8.303333333333333,11.6,0.0,27.600000000000005,11.613333333333332
2024-02-02,29.9,31.7,139.1,-1.129999999999999,9.1,0.0,2.9999999999999964,4.123333333333332,38.8,0.0,18.6,2.193333333333335,27.9,58.0,68.1,-2.2333333333333343,7.5,2.5,32.2,-2.7300000000000004,-0.8,1.0,4.0,5.493333333333333,4.0,0.0,10.600000000000003,3.9533333333333327
2024-02-03,32.2,27.4,137.1,1.1033333333333315,10.2,0.1,3.0999999999999965,5.176666666666667,39.2,0.0,8.299999999999999,2.536666666666676,25.8,7.9,75.9,-4.259999999999998,8.4,9.1,41.3,-1.8066666666666664,-2.1,0.5,3.5,3.443333333333334,4.2,0.0,8.900000000000004,4.053333333333333
2024-02-04,31.5,4.6,139.79999999999998,0.4166666666666678,10.1,1.2,4.299999999999996,5.053333333333334,38.6,1.2,1.3,1.9200000000000017,29.7,4.9,80.2,-0.5500000000000007,7.6,12.7,54.0,-2.346666666666668,1.2,4.7,8.1,6.03,3.5,0.0,3.600000000000004,3.313333333333333
2024-02-05,31.5,0.3,124.6,0.4166666666666678,11.2,0.0,4.299999999999996,6.016666666666666,37.1,1.5,2.7,0.4433333333333351,28.2,10.8,89.60000000000001,-2.053333333333331,5.7,0.1,51.3,-3.9866666666666672,-2.6,0.0,8.100000000000001,1.8033333333333328,3.8,0.0,3.600000000000004,3.5133333333333328
2024-02-06,32.4,18.7,133.7,1.263333333333332,8.8,0.4,4.4999999999999964,3.463333333333333,38.3,0.0,2.7,1.5933333333333266,33.2,0.6,90.1,2.7966666666666704,3.0,3.5,53.4,-6.49,-3.2,0.3,8.4,0.5466666666666669,8.2,0.0,0.0,7.686666666666666
2024-02-07,31.3,0.9,99.8,0.0533333333333345,9.5,19.6,24.0,3.820000000000001,35.2,0.0,2.7,-1.586666666666659,32.9,0.2,87.7,2.4166666666666643,5.4,0.1,42.400000000000006,-3.960000000000001,-5.9,8.1,16.5,-2.2800000000000007,8.4,0.0,0.0,7.713333333333333
2024-02-08,32.8,8.8,92.4,1.4599999999999973,10.9,11.2,32.5,4.876666666666668,35.0,0.3,3.0,-1.8800000000000023,31.9,3.6,86.00000000000001,1.253333333333334,6.6,0.0,28.000000000000004,-2.466666666666667,-12.0,0.0,14.6,-8.053333333333335,14.9,0.0,0.0,13.796666666666669
2024-02-09,29.4,26.7,87.4,-1.820000000000004,13.4,5.8,38.3,6.9366666666666665,35.4,0.0,3.0,-1.5533333333333417,31.9,3.4,31.4,1.139999999999997,9.4,0.0,25.500000000000004,0.2666666666666675,-10.8,0.0,13.6,-6.54,13.2,0.4,0.4000000000000036,11.693333333333332
2024-02-10,31.4,15.2,75.2,0.086666666666666,13.3,2.0,40.2,6.466666666666668,36.8,0.0,3.0,-0.2700000000000102,29.7,15.5,39.0,-1.1999999999999993,14.1,0.0,16.400000000000006,4.833333333333332,-16.9,0.0,13.1,-12.07,8.9,0.0,0.4000000000000036,7.136666666666667
2024-02-11,30.0,35.4,106.0,-1.2666666666666655,10.4,3.1,42.1,3.249999999999999,35.0,20.9,22.7,-2.106666666666669,26.8,17.6,51.7,-3.986666666666668,14.9,0.0,3.700000000000004,5.716666666666667,-5.8,0.0,8.4,-1.17,4.6,0.0,0.4000000000000036,2.803333333333333
2024-02-12,29.1,9.8,115.5,-2.1900000000000013,10.1,1.3,43.4,2.6866666666666665,35.5,2.2,23.4,-1.6166666666666671,29.6,11.4,52.3,-1.1533333333333289,13.0,0.0,3.600000000000004,3.9,-1.5,4.5,12.9,2.3766666666666665,6.5,0.0,0.4000000000000036,4.573333333333333
2024-02-13,33.2,10.1,106.9,1.803333333333338,9.1,0.0,43.0,1.3966666666666665,33.2,2.8,26.2,-3.806666666666665,30.3,0.0,51.7,-0.4366666666666674,16.1,1.8,1.900000000000004,7.153333333333336,-3.2,0.0,12.6,0.603333333333333,5.0,0.0,0.4000000000000036,2.503333333333333
2024-02-14,33.4,2.9,108.9,1.9166666666666643,10.8,2.9,26.3,2.836666666666667,32.9,0.2,26.4,-3.9833333333333343,33.7,0.0,51.5,2.913333333333337,21.4,0.0,1.8000000000000036,11.996666666666664,-9.2,0.1,4.6,-5.146666666666666,6.7,0.0,0.4000000000000036,3.41
2024-02-15,33.7,19.7,119.8,2.1233333333333384,14.2,0.1,15.2,5.816666666666666,30.8,4.2,30.3,-5.853333333333328,34.2,0.0,47.9,3.3566666666666727,11.5,8.4,10.200000000000005,2.0599999999999987,-9.4,12.9,17.5,-5.113333333333334,6.2,4.5,4.900000000000004,2.1533333333333324
2024-02-16,33.9,44.0,137.1,2.243333333333336,15.9,2.4,11.8,7.026666666666667,30.1,0.0,30.3,-6.329999999999998,33.8,0.0,44.5,2.956666666666667,8.9,0.0,10.200000000000005,-0.2699999999999996,-7.9,1.5,19.0,-3.59,1.5,0.9,5.400000000000004,-2.836666666666668
2024-02-17,31.3,9.2,131.1,-0.4166666666666643,13.9,0.2,10.0,4.606666666666667,32.3,0.0,30.3,-4.156666666666673,30.0,4.3,33.300000000000004,-0.7633333333333319,13.0,0.0,10.200000000000005,3.783333333333333,-0.9,0.7,19.7,3.4599999999999995,-1.8,0.0,5.400000000000004,-6.186666666666667
2024-02-18,31.9,11.9,107.6,0.1133333333333297,10.2,3.2,10.1,0.6066666666666656,33.0,0.0,9.4,-3.3800000000000026,31.2,5.9,21.6,0.4599999999999973,19.0,2.6,12.800000000000004,9.526666666666667,0.4,4.2,23.9,4.766666666666667,7.1,0.0,5.400000000000004,2.286666666666666
2024-02-19,31.9,4.2,102.0,0.0566666666666684,12.1,1.0,9.8,2.0433333333333312,33.6,0.0,7.2,-2.759999999999998,29.3,17.3,27.5,-1.3299999999999983,23.2,5.1,17.900000000000006,13.196666666666667,-6.3,0.0,19.4,-1.8966666666666665,9.2,0.0,5.400000000000004,3.8533333333333326
2024-02-20,32.5,11.7,103.6,0.6233333333333348,10.7,0.1,9.9,0.4133333333333322,34.7,0.0,4.4,-1.5699999999999932,28.0,31.0,58.5,-2.543333333333333,11.4,22.8,38.900000000000006,1.2300000000000004,-7.0,0.0,19.4,-2.7333333333333334,12.9,0.0,5.400000000000004,6.956666666666666
2024-02-21,28.9,14.7,115.4,-2.8633333333333333,10.4,3.3,10.3,0.0233333333333334,33.8,0.8,5.0,-2.270000000000003,28.4,12.5,71.0,-2.020000000000003,8.8,12.4,51.3,-1.6266666666666652,-4.3,0.0,19.3,-0.1799999999999997,15.8,0.1,5.500000000000004,9.343333333333334
2024-02-22,31.1,27.7,123.4,-0.6166666666666636,10.9,16.1,26.300000000000004,0.4199999999999999,28.5,1.2,2.0,-7.126666666666665,29.9,1.2,72.2,-0.490000000000002,4.6,4.1,47.0,-5.970000000000001,-2.0,0.6,7.0,2.103333333333333,10.5,0.1,1.1000000000000036,3.76
2024-02-23,31.7,7.8,87.2,0.0266666666666637,8.9,0.3,24.200000000000006,-1.463333333333333,31.6,1.4,3.4,-3.703333333333333,31.2,7.1,79.3,0.716666666666665,5.1,11.4,58.400000000000006,-5.5,1.5,0.4,5.9,5.556666666666667,9.1,0.1,0.3000000000000036,2.133333333333333
2024-02-24,32.8,36.1,114.1,1.1266666666666616,7.8,1.2,25.200000000000003,-2.5100000000000007,31.0,0.7,4.1,-3.993333333333332,29.5,16.8,91.8,-0.9633333333333312,3.3,4.4,62.8,-7.183333333333333,1.1,0.7,5.9,5.106666666666667,0.7,3.0,3.300000000000004,-6.136666666666668
2024-02-25,29.5,18.8,121.0,-2.0766666666666644,9.3,0.3,22.300000000000004,-0.9333333333333318,30.7,0.0,4.1,-4.076666666666664,32.2,0.4,86.3,1.7133333333333347,5.9,0.0,60.2,-4.506666666666666,0.6,2.3,4.0,4.493333333333333,14.4,0.0,3.300000000000004,7.219999999999999
2024-02-26,28.0,6.2,123.0,-3.4499999999999997,8.8,4.0,25.300000000000004,-1.513333333333332,34.2,0.0,4.1,-0.519999999999996,33.2,0.3,69.30000000000001,2.6366666666666667,8.7,0.0,55.1,-1.7266666666666683,-1.5,0.0,4.0,2.2700000000000005,19.4,0.0,3.300000000000004,11.693333333333332
2024-02-27,32.3,7.9,119.2,0.8466666666666676,11.3,0.0,25.200000000000003,0.870000000000001,35.5,0.3,4.4,0.7966666666666669,30.6,15.1,53.400000000000006,0.0366666666666688,9.9,4.2,36.50000000000001,-0.509999999999998,0.8,0.0,4.0,4.403333333333333,22.6,0.0,3.300000000000004,14.256666666666668
2024-02-28,32.2,23.0,127.5,0.7266666666666701,9.1,0.0,21.90000000000001,-1.3866666666666685,34.7,0.0,3.6,0.0566666666666719,33.2,0.2,41.1,2.536666666666669,9.7,21.9,46.0,-0.6733333333333356,1.7,0.0,4.0,5.21,14.1,3.4,6.600000000000003,5.506666666666666
2024-02-29,32.4,22.9,122.7,0.8966666666666683,10.4,0.0,5.800000000000003,-0.2233333333333327,35.3,0.0,2.4,0.7466666666666697,33.3,0.3,40.2,2.619999999999997,6.3,12.6,54.5,-3.863333333333333,1.8,0.1,3.5,5.276666666666666,5.8,0.0,6.500000000000004,-2.8133333333333352
2024-03-01,31.6,33.4,148.3,0.0633333333333325,10.5,0.0,5.500000000000004,-0.206666666666667,36.8,0.0,1.0,2.279999999999994,32.8,0.5,33.60000000000001,1.9733333333333287,7.8,0.0,43.1,-2.1833333333333327,1.7,0.0,3.1,5.076666666666667,6.1,0.0,6.400000000000003,-2.4700000000000006
2024-03-02,31.6,29.2,141.4,0.0866666666666695,14.1,0.0,4.300000000000003,3.253333333333332,37.0,0.0,0.3,2.5133333333333283,32.9,0.1,16.900000000000002,2.0566666666666684,8.6,0.0,38.7,-1.3600000000000012,-0.4,0.0,2.4000000000000004,3.03,13.7,0.0,3.4000000000000035,5.0600000000000005
2024-03-03,30.5,13.0,135.6,-1.033333333333335,15.7,0.0,4.000000000000004,4.633333333333333,37.5,0.0,0.3,3.056666666666665,27.5,18.8,35.300000000000004,-3.3299999999999983,11.8,0.2,38.900000000000006,1.6966666666666672,1.8,0.0,0.1000000000000004,5.1433333333333335,19.9,0.0,3.4000000000000035,10.73
2024-03-04,30.2,59.3,188.7,-1.2666666666666655,11.1,0.2,0.2000000000000035,0.003333333333332,36.3,0.3,0.6,1.953333333333326,30.0,6.8,41.8,-0.9700000000000024,13.1,6.5,45.400000000000006,2.84,0.9,0.0,0.1000000000000004,4.1433333333333335,23.0,0.3,3.7000000000000033,13.203333333333331
2024-03-05,29.9,13.6,194.4,-1.5133333333333354,9.1,1.5,1.7000000000000035,-1.963333333333333,34.8,0.0,0.3,0.5799999999999983,30.4,2.6,29.300000000000004,-0.5933333333333337,16.0,6.9,48.1,5.460000000000001,-0.1,0.0,0.1000000000000004,3.186666666666667,19.8,15.5,19.200000000000003,9.46
2024-03-06,29.7,14.2,185.6,-1.6533333333333324,10.7,0.1,1.8000000000000036,-0.3466666666666658,34.3,0.1,0.4,0.173333333333332,31.8,0.5,29.6,0.6866666666666639,11.1,0.0,26.200000000000003,0.379999999999999,-3.2,0.0,0.1000000000000004,0.1066666666666664,6.9,0.0,15.800000000000002,-3.543333333333333
2024-03-07,32.6,20.4,183.1,1.240000000000002,8.9,0.2,2.000000000000004,-2.1500000000000004,35.4,0.0,0.4,1.3699999999999974,33.0,0.7,30.000000000000007,1.8933333333333309,12.2,0.0,13.600000000000003,1.173333333333332,1.7,0.0,0.0,4.843333333333333,8.1,0.0,15.800000000000002,-2.3400000000000016
2024-03-08,32.3,7.8,157.5,0.9066666666666664,10.9,0.0,2.000000000000004,-0.1966666666666654,34.0,0.0,0.4,0.0100000000000051,33.1,1.2,30.700000000000006,1.986666666666668,11.6,0.0,13.600000000000003,0.3666666666666671,-0.8,0.3,0.3000000000000004,2.173333333333334,7.7,19.8,35.6,-2.716666666666666
2024-03-09,27.7,7.7,136.0,-3.523333333333337,13.3,0.0,2.000000000000004,2.123333333333333,33.8,0.0,0.4,-0.1500000000000056,32.8,0.6,31.200000000000003,1.6566666666666627,11.7,0.0,13.600000000000003,0.2966666666666651,-3.1,0.0,0.3000000000000004,-0.4233333333333333,7.8,6.3,41.900000000000006,-2.3800000000000017
2024-03-10,29.4,1.6,124.6,-1.823333333333334,14.2,3.9,5.900000000000004,2.996666666666668,35.2,0.0,0.4,1.2566666666666677,33.7,0.6,13.000000000000004,2.4966666666666733,10.9,0.4,13.800000000000004,-0.553333333333331,-4.1,0.0,0.3000000000000004,-1.646666666666666,7.4,0.0,41.900000000000006,-2.586666666666668
2024-03-11,33.0,2.2,67.5,1.7233333333333365,12.1,10.5,16.200000000000003,0.9366666666666656,35.2,0.0,0.1,1.3100000000000025,34.0,0.8,7.000000000000004,2.6533333333333324,17.5,0.9,8.200000000000005,5.933333333333334,1.2,0.0,0.3000000000000004,3.05,17.1,0.0,41.60000000000001,6.840000000000002
2024-03-12,33.2,32.8,86.69999999999999,1.81666666666667,10.7,4.0,18.700000000000003,-0.4733333333333345,35.0,0.0,0.1,1.1099999999999994,32.4,9.7,14.100000000000003,0.8666666666666636,17.1,0.4,1.7000000000000035,5.460000000000003,2.0,0.0,0.3000000000000004,3.59,19.6,0.0,26.10000000000001,8.840000000000002
2024-03-13,30.1,14.8,87.29999999999998,-1.3166666666666664,11.1,1.2,19.8,-0.1066666666666691,35.1,0.0,0.0,1.2233333333333292,32.2,0.7,14.300000000000002,0.5800000000000018,11.3,0.0,1.7000000000000035,-0.2833333333333332,1.5,0.0,0.3000000000000004,2.99,16.2,0.0,26.10000000000001,5.116666666666665
2024-03-14,32.8,4.4,71.3,1.3966666666666647,15.6,0.0,19.6,4.176666666666666,35.5,0.0,0.0,1.5466666666666669,33.5,0.4,14.000000000000002,1.7733333333333334,14.0,0.0,1.7000000000000035,2.4866666666666664,2.9,0.0,0.3000000000000004,4.1866666666666665,21.0,15.6,41.7,9.383333333333333
2024-03-15,33.2,0.3,63.8,1.8033333333333343,15.0,0.6,20.200000000000003,3.4366666666666674,38.0,0.0,0.0,3.876666666666665,33.3,0.5,13.300000000000002,1.5866666666666625,15.7,0.7,2.4000000000000035,4.376666666666667,3.3,0.0,0.0,4.17,6.8,0.1,22.000000000000004,-4.820000000000001
2024-03-16,32.6,0.4,56.49999999999999,1.240000000000002,13.1,3.1,23.3,1.5733333333333324,36.3,0.0,0.0,1.9933333333333323,34.0,1.6,14.300000000000004,2.293333333333333,18.5,0.5,2.9000000000000035,6.943333333333333,4.3,0.0,0.0,4.713333333333333,14.9,0.0,15.7,2.99
2024-03-17,32.4,12.5,67.39999999999999,1.0899999999999963,13.4,0.0,19.4,1.956666666666667,35.8,0.0,0.0,1.3033333333333346,33.3,2.2,15.900000000000004,1.609999999999996,14.6,0.4,2.900000000000004,2.853333333333333,3.8,0.1,0.1000000000000004,3.823333333333333,9.4,0.0,15.700000000000005,-2.773333333333333
2024-03-18,31.1,23.3,88.5,-0.2033333333333296,14.3,0.6,9.500000000000004,2.8433333333333337,32.9,0.0,0.0,-1.6166666666666671,33.0,0.2,15.300000000000002,1.2099999999999973,12.2,0.7,2.7000000000000037,0.4799999999999986,2.9,0.0,0.1000000000000004,2.7966666666666664,3.0,0.0,15.700000000000005,-9.333333333333334
2024-03-19,31.6,5.3,61.0,0.3066666666666684,14.2,0.0,5.500000000000004,2.6099999999999994,33.3,0.0,0.0,-1.2266666666666666,32.5,0.7,6.300000000000004,0.6666666666666679,17.2,0.0,2.300000000000004,5.539999999999999,2.2,0.0,0.1000000000000004,2.036666666666666,13.1,0.0,15.700000000000005,0.5666666666666647
2024-03-20,32.6,34.4,80.6,1.283333333333335,17.4,0.0,4.300000000000003,5.633333333333331,35.5,0.0,0.0,0.9099999999999966,32.2,10.7,16.300000000000004,0.2699999999999996,18.1,0.0,2.300000000000004,6.610000000000001,2.0,0.0,0.1000000000000004,1.56,10.4,0.0,15.700000000000005,-2.173333333333332
2024-03-21,29.9,49.5,125.7,-1.3300000000000018,15.1,0.0,4.300000000000003,3.1866666666666674,35.0,0.0,0.0,0.3999999999999986,30.0,11.3,27.200000000000003,-1.9966666666666697,15.1,0.0,2.300000000000004,3.4866666666666664,3.8,0.0,0.1000000000000004,3.0,3.7,0.0,0.1000000000000017,-8.566666666666666
2024-03-22,30.3,8.5,133.9,-0.9766666666666666,17.0,0.2,3.900000000000004,4.866666666666667,33.0,0.1,0.1,-1.5733333333333377,31.0,3.9,30.600000000000005,-1.0833333333333357,20.5,0.2,1.8000000000000036,8.496666666666666,4.5,0.0,0.1000000000000004,3.4066666666666667,2.3,15.1,15.1,-9.516666666666666
2024-03-23,31.5,7.3,140.79999999999998,0.2099999999999973,10.6,4.6,5.400000000000003,-1.5233333333333334,30.6,0.8,0.9,-4.0433333333333294,30.5,9.1,38.10000000000001,-1.6033333333333315,21.0,5.6,6.900000000000003,8.45,3.5,4.4,4.500000000000001,2.2233333333333336,1.1,0.3,15.400000000000002,-10.403333333333334
2024-03-24,33.0,23.5,151.79999999999998,1.666666666666668,9.6,3.5,8.900000000000002,-2.546666666666667,27.5,8.2,9.1,-7.006666666666668,30.3,0.7,36.6,-1.773333333333337,25.5,8.1,14.600000000000003,12.27,4.7,2.1,6.500000000000002,3.316666666666667,7.3,0.0,15.400000000000002,-4.1433333333333335
2024-03-25,31.9,4.9,133.4,0.596666666666664,10.8,0.0,8.300000000000004,-1.4466666666666654,28.9,1.7,10.8,-5.536666666666676,24.5,47.1,83.5,-7.40666666666667,26.3,16.6,30.500000000000004,12.303333333333333,3.0,0.0,6.500000000000002,1.5533333333333337,16.1,4.5,19.9,4.143333333333334
2024-03-26,32.8,10.7,138.8,1.3866666666666632,13.4,0.1,8.400000000000004,1.0166666666666675,29.6,1.0,11.8,-4.799999999999997,28.0,12.2,95.0,-3.7666666666666657,15.6,0.0,30.500000000000004,1.2800000000000011,3.3,0.0,6.500000000000002,1.7633333333333334,14.8,13.7,33.6,2.83
2024-03-27,29.8,20.4,124.79999999999998,-1.6733333333333356,14.4,5.9,14.300000000000004,1.83,30.9,0.1,11.9,-3.390000000000001,28.5,10.3,94.6,-3.1099999999999994,13.8,14.2,44.7,-0.6899999999999995,5.8,0.0,6.500000000000002,4.02,6.8,0.0,33.6,-4.750000000000003
2024-03-28,30.4,13.2,88.49999999999999,-1.0100000000000051,11.8,0.9,15.200000000000005,-0.7866666666666671,32.0,0.7,12.6,-2.173333333333332,24.5,20.6,103.9,-6.90666666666667,16.9,7.1,51.8,2.176666666666664,5.5,0.0,6.500000000000002,3.563333333333333,10.9,0.0,33.6,-0.2599999999999998
2024-03-29,31.9,2.1,82.10000000000001,0.5,11.9,6.0,21.000000000000004,-0.7799999999999994,31.2,0.0,12.5,-2.8566666666666656,30.0,3.8,103.8,-1.3000000000000007,23.2,0.0,51.6,8.026666666666666,6.8,0.2,6.700000000000001,4.693333333333333,8.2,0.0,18.5,-2.7633333333333336
