date,suhu_max,suhu_min,hujan,angin,evap,suhu_range,hujan_7d,hujan_30d,suhu_anomali,kekeringan,banjir
2023-05-05,30.0,23.1,8.1,7.0,3.51,6.899999999999999,51.199999999999996,262.8,-1.1966666666666654,0,0
2023-05-06,31.1,23.9,9.5,6.6,3.59,7.200000000000003,56.6,252.9,-0.11333333333332973,0,0
2023-05-07,29.5,23.6,42.3,7.6,3.6,5.899999999999999,97.1,292.2,-1.6933333333333351,0,1
2023-05-08,30.8,24.0,6.7,7.7,3.18,6.800000000000001,74.8,296.40000000000003,-0.346666666666664,0,0
2023-05-09,30.0,23.4,10.1,8.2,2.7,6.600000000000001,84.8,302.0,-1.0833333333333321,0,0
2023-05-10,28.0,22.7,2.4,7.4,1.8,5.300000000000001,85.3,300.20000000000005,-2.9433333333333316,0,0
2023-05-11,33.0,24.1,7.5,17.0,4.67,8.899999999999999,86.6,307.1,2.0400000000000027,0,0
2023-05-12,32.9,24.6,3.0,10.5,4.64,8.299999999999997,81.5,309.5,1.9433333333333351,0,0
2023-05-13,30.2,22.9,38.0,8.7,3.21,7.300000000000001,110.0,346.5,-0.6733333333333356,0,1
2023-05-14,31.0,24.1,1.4,7.3,4.06,6.899999999999999,69.10000000000001,337.1,0.16000000000000014,0,0
2023-05-15,31.0,23.8,1.1,8.7,4.1,7.199999999999999,63.5,305.1,0.19333333333333158,0,0
2023-05-16,32.0,24.5,0.0,7.1,4.56,7.5,53.400000000000006,294.1,1.1566666666666698,0,0
2023-05-17,30.9,23.8,1.4,7.0,3.54,7.099999999999998,52.4,293.1,0.09666666666666401,0,0
2023-05-18,30.1,23.5,8.6,6.5,3.48,6.600000000000001,53.5,290.70000000000005,-0.6266666666666652,0,0
2023-05-19,29.4,22.8,7.6,7.1,2.82,6.599999999999998,58.1,290.4,-1.3166666666666664,0,0
2023-05-20,29.9,23.1,1.8,8.7,3.33,6.799999999999997,21.9,284.0,-0.8166666666666664,1,0
2023-05-21,31.1,23.0,2.9,8.6,4.11,8.100000000000001,23.400000000000002,279.59999999999997,0.3966666666666683,1,0
2023-05-22,29.8,23.0,3.6,9.0,3.04,6.800000000000001,25.9,276.0,-0.8499999999999979,1,0
2023-05-23,31.1,23.4,3.7,9.1,4.04,7.700000000000003,29.6,267.3,0.480000000000004,1,0
2023-05-24,30.6,23.1,1.0,10.2,3.48,7.5,29.200000000000003,259.0,0.010000000000005116,1,0
2023-05-25,31.6,23.6,4.1,9.3,4.14,8.0,24.7,257.9,0.8666666666666671,1,0
2023-05-26,31.4,23.1,7.8,8.5,3.85,8.299999999999997,24.900000000000002,245.2,0.6900000000000013,1,0
2023-05-27,31.1,23.2,10.4,7.6,3.89,7.900000000000002,33.5,248.1,0.40666666666666984,1,0
2023-05-28,31.3,24.0,1.2,10.2,3.91,7.300000000000001,31.799999999999997,227.29999999999998,0.4966666666666697,1,0
2023-05-29,29.8,23.5,5.5,7.8,3.06,6.300000000000001,33.7,228.7,-1.0033333333333339,1,0
2023-05-30,31.1,23.4,3.2,8.1,3.55,7.700000000000003,33.199999999999996,230.1,0.303333333333331,1,0
2023-05-31,30.9,23.9,2.3,12.1,3.17,7.0,34.5,203.39999999999998,0.129999999999999,1,0
2023-06-01,30.9,24.2,0.5,5.4,3.67,6.699999999999999,30.9,203.79999999999998,0.09666666666666401,1,0
2023-06-02,32.1,24.0,10.4,9.0,3.94,8.100000000000001,33.5,212.29999999999998,1.3000000000000007,1,0
2023-06-03,31.4,23.3,15.4,7.6,3.43,8.099999999999998,38.5,221.5,0.5999999999999979,1,0
2023-06-04,28.9,22.4,48.2,9.5,2.82,6.5,85.5,261.6,-1.8633333333333333,0,1
2023-06-05,29.6,23.2,9.4,7.4,2.77,6.400000000000002,89.4,261.5,-1.1133333333333297,0,0
2023-06-06,31.2,23.1,11.8,8.6,3.76,8.099999999999998,98.0,231.0,0.4299999999999997,0,0
2023-06-07,29.9,22.7,13.6,10.5,3.27,7.199999999999999,109.3,237.9,-0.8400000000000034,0,0
2023-06-08,30.0,23.5,3.5,10.5,3.31,6.5,112.3,231.3,-0.740000000000002,0,0
2023-06-09,31.3,23.0,1.0,8.4,3.93,8.3,102.9,229.9,0.4499999999999993,0,0
2023-06-10,31.5,23.4,2.2,6.0,3.9,8.100000000000001,89.7,224.60000000000002,0.6999999999999993,0,0
2023-06-11,31.1,22.9,11.3,14.7,3.81,8.200000000000003,52.8,232.9,0.35999999999999943,0,0
2023-06-12,30.5,23.3,7.0,8.6,3.39,7.199999999999999,50.400000000000006,201.9,-0.25,0,0
2023-06-13,31.5,22.9,13.4,10.2,3.59,8.600000000000001,52.0,213.9,0.7333333333333343,0,0
2023-06-14,29.1,22.8,21.6,6.5,2.86,6.300000000000001,60.00000000000001,234.4,-1.6033333333333317,0,0
2023-06-15,26.6,22.8,18.0,7.1,2.04,3.8000000000000007,74.5,252.4,-3.923333333333332,0,0
2023-06-16,30.4,22.7,33.3,8.5,3.46,7.699999999999999,106.8,284.3,-0.10666666666666913,0,1
2023-06-17,29.6,22.8,2.3,11.8,3.18,6.800000000000001,106.89999999999999,278.0,-0.8900000000000006,0,0
2023-06-18,30.5,23.4,2.7,12.0,3.68,7.100000000000001,98.3,273.1,-0.026666666666667282,0,0
2023-06-19,30.0,22.4,49.3,10.5,3.2,7.600000000000001,140.6,320.6,-0.5300000000000047,0,1
2023-06-20,26.4,22.5,1.6,6.1,1.54,3.8999999999999986,128.8,319.3,-3.9733333333333363,0,0
2023-06-21,31.5,23.1,0.0,8.4,3.86,8.399999999999999,107.19999999999999,315.7,1.0700000000000003,0,0
2023-06-22,30.5,23.4,0.8,10.6,3.87,7.100000000000001,90.0,312.8,0.0899999999999963,0,0
2023-06-23,30.8,22.7,2.4,8.6,3.73,8.100000000000001,59.099999999999994,314.2,0.38333333333333286,0,0
2023-06-24,30.6,22.4,1.3,7.6,3.82,8.200000000000003,58.1,311.4,0.21666666666666856,0,0
2023-06-25,31.0,23.2,2.0,9.2,4.05,7.800000000000001,57.4,305.59999999999997,0.629999999999999,0,0
2023-06-26,31.2,22.7,3.0,8.9,3.97,8.5,11.1,298.2,0.8266666666666644,1,0
2023-06-27,30.8,23.1,6.7,6.2,3.27,7.699999999999999,16.2,303.7,0.4433333333333316,1,0
2023-06-28,32.0,23.5,0.3,11.3,4.3,8.5,16.5,298.5,1.5700000000000003,1,0
2023-06-29,30.9,23.4,25.9,9.4,3.45,7.5,41.599999999999994,321.20000000000005,0.47666666666666657,1,0
2023-06-30,30.4,23.1,25.0,6.8,3.08,7.299999999999997,64.2,343.90000000000003,-0.0066666666666712615,0,0
2023-07-01,30.5,23.3,20.1,8.9,2.99,7.199999999999999,83.0,363.5,0.10666666666666913,0,0
2023-07-02,27.9,22.6,27.4,6.4,2.27,5.299999999999997,108.39999999999999,380.5,-2.3533333333333353,0,0
2023-07-03,26.5,22.2,10.0,6.3,1.53,4.300000000000001,115.39999999999999,375.1,-3.59,0,0
2023-07-04,30.9,22.4,2.0,8.1,3.81,8.5,110.69999999999999,328.90000000000003,0.7433333333333287,0,0
2023-07-05,31.4,22.9,28.8,8.0,4.09,8.5,139.2,348.29999999999995,1.1833333333333336,0,1
2023-07-06,30.2,22.6,28.3,9.4,3.01,7.599999999999998,141.6,364.8,0.01666666666666572,0,1
2023-07-07,28.2,22.6,26.4,8.2,2.6,5.599999999999998,143.0,377.6,-1.9266666666666659,0,0
2023-07-08,29.1,23.0,2.6,7.3,2.84,6.100000000000001,125.5,376.7,-0.9966666666666661,0,0
2023-07-09,30.6,22.6,15.3,8.2,3.4,8.0,113.4,391.0,0.5266666666666673,0,0
2023-07-10,30.7,22.7,8.8,8.7,3.82,8.0,112.2,397.6,0.6533333333333324,0,0
2023-07-11,30.5,23.0,0.8,8.3,3.79,7.5,111.0,387.1,0.47333333333333627,0,0
2023-07-12,31.2,22.9,0.3,9.7,4.27,8.3,82.5,380.4,1.1499999999999986,0,0
2023-07-13,30.4,23.6,0.6,11.0,3.84,6.799999999999997,54.8,367.6,0.3866666666666667,0,0
