date,open,high,low,close,volume
2021-03-26,6925.0,6925.0,6800.0,6875.0,7849100
2021-03-29,6900.0,7300.0,6875.0,7175.0,18683300
2021-03-30,7100.0,7375.0,6975.0,7250.0,12779500
2021-03-31,7250.0,7250.0,6850.0,7000.0,11095400
2021-04-01,6900.0,7050.0,6875.0,6975.0,7647100
2021-04-05,7150.0,7200.0,7000.0,7100.0,7451700
2021-04-06,7150.0,7175.0,7000.0,7050.0,3513200
2021-04-07,7050.0,7175.0,6925.0,7150.0,6235500
2021-04-08,7200.0,7300.0,7025.0,7075.0,5069700
2021-04-09,7075.0,7125.0,6875.0,6925.0,5767000
2021-04-12,6950.0,7125.0,6950.0,7000.0,7317100
2021-04-13,7000.0,7075.0,6950.0,7000.0,6945900
2021-04-14,7000.0,7225.0,7000.0,7150.0,3046700
2021-04-15,7150.0,7850.0,7150.0,7750.0,20806700
2021-04-16,7750.0,7775.0,7450.0,7725.0,8167200
2021-04-19,7725.0,7750.0,7500.0,7575.0,2565800
2021-04-20,7500.0,7750.0,7500.0,7625.0,3890500
2021-04-21,7600.0,7700.0,7475.0,7525.0,4015700
2021-04-22,7525.0,7625.0,7375.0,7475.0,5487500
2021-04-23,7525.0,7775.0,7450.0,7575.0,6556900
2021-04-26,7600.0,7625.0,7200.0,7350.0,8344300
2021-04-27,7325.0,7325.0,6850.0,6850.0,11171200
2021-04-28,6850.0,7050.0,6775.0,7050.0,8698700
2021-04-29,7100.0,7100.0,6850.0,6900.0,3868000
2021-04-30,7150.0,7200.0,6900.0,7050.0,8700400
2021-05-03,7000.0,7100.0,6750.0,7000.0,6338900
2021-05-04,6975.0,7050.0,6800.0,6825.0,2899200
2021-05-05,6875.0,7025.0,6700.0,6750.0,7111500
2021-05-06,6750.0,6925.0,6525.0,6625.0,9094200
2021-05-07,6700.0,6700.0,6525.0,6600.0,4261500
2021-05-10,6600.0,6725.0,6550.0,6600.0,4132000
2021-05-11,6600.0,6675.0,6550.0,6675.0,2814100
2021-05-17,6750.0,6750.0,6400.0,6400.0,5741700
2021-05-18,6325.0,6500.0,6300.0,6500.0,5866700
2021-05-19,6475.0,6500.0,6125.0,6300.0,4613800
2021-05-20,6250.0,6500.0,6225.0,6500.0,4667500
2021-05-21,6500.0,6500.0,6200.0,6300.0,3721400
2021-05-24,6225.0,6300.0,6200.0,6225.0,2214700
2021-05-25,6250.0,6300.0,6025.0,6100.0,6994000
2021-05-27,6150.0,6700.0,6125.0,6550.0,24246400
2021-05-28,6750.0,6775.0,6550.0,6700.0,7865700
2021-05-31,6650.0,6750.0,6525.0,6750.0,3798300
2021-06-02,6750.0,6900.0,6650.0,6825.0,6034100
2021-06-03,6825.0,7200.0,6675.0,7200.0,7378200
2021-06-04,7175.0,7175.0,6950.0,7050.0,7903500
2021-06-07,7050.0,7100.0,6950.0,7100.0,3809000
2021-06-08,7100.0,7275.0,7000.0,7200.0,6623900
2021-06-09,7200.0,7350.0,7025.0,7300.0,5108500
2021-06-10,7300.0,7325.0,7000.0,7000.0,4347400
2021-06-11,7000.0,7075.0,6775.0,6900.0,5290100
2021-06-14,6900.0,6950.0,6525.0,6575.0,6757100
2021-06-15,6575.0,6700.0,6500.0,6675.0,6821800
2021-06-16,6650.0,6675.0,6400.0,6425.0,6974800
2021-06-17,6400.0,6500.0,6350.0,6400.0,3468000
2021-06-18,6400.0,6500.0,6175.0,6375.0,19036400
2021-06-21,6050.0,6500.0,6050.0,6325.0,6501800
2021-06-22,6350.0,6450.0,6225.0,6225.0,5479500
2021-06-23,6250.0,6400.0,6250.0,6300.0,3801700
2021-06-24,6300.0,6375.0,6125.0,6150.0,3798800
2021-06-25,6200.0,6225.0,6050.0,6100.0,5020900
2021-06-28,6200.0,6225.0,6025.0,6025.0,4507000
2021-06-29,6075.0,6350.0,6050.0,6300.0,5774500
2021-06-30,6325.0,6375.0,6075.0,6250.0,7145900
2021-07-01,6300.0,6350.0,6200.0,6300.0,3881400
2021-07-02,6400.0,6500.0,6350.0,6425.0,5381700
2021-07-05,6500.0,6500.0,6300.0,6400.0,5424000
2021-07-06,6450.0,6625.0,6400.0,6625.0,4176300
2021-07-07,6675.0,6700.0,6450.0,6700.0,3734800
2021-07-08,6700.0,6700.0,6350.0,6400.0,8363600
2021-07-09,6375.0,6375.0,6200.0,6325.0,6411000
2021-07-12,6375.0,6575.0,6375.0,6575.0,4063300
2021-07-13,6600.0,6600.0,6400.0,6400.0,4178700
2021-07-14,6400.0,6475.0,6225.0,6400.0,3589000
2021-07-15,6300.0,6450.0,6300.0,6400.0,2272800
2021-07-16,6450.0,6450.0,6350.0,6400.0,3678200
2021-07-19,6425.0,6625.0,6425.0,6450.0,4247000
2021-07-21,6525.0,6550.0,6325.0,6450.0,4309100
2021-07-22,6450.0,6500.0,6350.0,6450.0,5697600
2021-07-23,6450.0,6450.0,6150.0,6225.0,9253900
2021-07-26,6250.0,6350.0,6225.0,6300.0,4023300
2021-07-27,6325.0,6350.0,6225.0,6250.0,3102100
2021-07-28,6250.0,6400.0,6250.0,6325.0,3784200
2021-07-29,6350.0,6425.0,6325.0,6375.0,5097800
2021-07-30,6425.0,6475.0,6125.0,6125.0,5840500
2021-08-02,6175.0,6425.0,6175.0,6425.0,4900700
2021-08-03,6425.0,6450.0,6250.0,6300.0,5521100
2021-08-04,6225.0,6400.0,6225.0,6400.0,2267000
2021-08-05,6375.0,6400.0,6225.0,6250.0,4170400
2021-08-06,6300.0,6300.0,6150.0,6200.0,3648600
2021-08-09,6200.0,6225.0,6125.0,6175.0,1573800
2021-08-10,6200.0,6200.0,6050.0,6125.0,2608900
2021-08-12,6125.0,6200.0,6100.0,6125.0,3105300
