date,open,high,low,close,volume
2021-03-26,11218.787109375,11268.6484375,10969.48046875,11044.2724609375,2935644
2021-03-29,11168.92578125,11293.5791015625,11044.2724609375,11119.064453125,2443980
2021-03-30,10969.48046875,11193.8564453125,10770.03515625,10844.8271484375,2291758
2021-03-31,10695.2431640625,10695.2431640625,10271.4228515625,10396.076171875,7688130
2021-04-01,10396.076171875,10470.8681640625,10246.4921875,10396.076171875,4435807
2021-04-05,10570.5908203125,10570.5908203125,10246.4921875,10271.4228515625,1981698
2021-04-06,10271.4228515625,10371.1455078125,10171.7001953125,10346.21484375,4386369
2021-04-07,10321.2841796875,10445.9375,10246.4921875,10321.2841796875,4283584
2021-04-08,10221.5615234375,10246.4921875,10096.908203125,10221.5615234375,6003356
2021-04-09,10321.2841796875,10470.8681640625,10271.4228515625,10346.21484375,6536435
2021-04-12,10421.0068359375,10421.0068359375,9722.9482421875,9897.462890625,5648070
2021-04-13,9922.3935546875,10620.451171875,9722.9482421875,10470.8681640625,12332015
2021-04-14,10520.7294921875,11168.92578125,10421.0068359375,11019.341796875,8026569
2021-04-15,10919.619140625,10919.619140625,10620.451171875,10794.9658203125,3260044
2021-04-16,10819.896484375,10869.7578125,10495.798828125,10620.451171875,3731452
2021-04-19,10520.7294921875,10620.451171875,10321.2841796875,10396.076171875,2122990
2021-04-20,10445.9375,10545.66015625,10346.21484375,10520.7294921875,2469852
2021-04-21,10495.798828125,10570.5908203125,10396.076171875,10421.0068359375,899595
2021-04-22,10570.5908203125,10570.5908203125,10296.353515625,10296.353515625,1485120
2021-04-23,10271.4228515625,10620.451171875,10271.4228515625,10371.1455078125,3491085
2021-04-26,10396.076171875,10570.5908203125,10346.21484375,10495.798828125,3447164
2021-04-27,10495.798828125,10520.7294921875,10271.4228515625,10271.4228515625,1990823
2021-04-28,10271.4228515625,10545.66015625,10221.5615234375,10495.798828125,1888940
2021-04-29,10595.521484375,10595.521484375,10421.0068359375,10520.7294921875,1407906
2021-04-30,10720.173828125,10720.173828125,10271.4228515625,10396.076171875,3200078
2021-05-03,10271.4228515625,10396.076171875,10121.8388671875,10146.76953125,1727593
2021-05-04,10121.8388671875,10196.630859375,9872.5322265625,10022.1162109375,4614703
2021-05-05,10071.9775390625,10271.4228515625,9972.2548828125,10121.8388671875,3123967
2021-05-06,10121.8388671875,10271.4228515625,9997.185546875,9997.185546875,3952566
2021-05-07,10071.9775390625,10096.908203125,9772.8095703125,9772.8095703125,6340692
2021-05-10,9897.462890625,10047.046875,9673.087890625,9922.3935546875,3922182
2021-05-11,9922.3935546875,9997.185546875,9772.8095703125,9897.462890625,1535861
2021-05-17,9972.2548828125,9972.2548828125,9698.017578125,9698.017578125,2977260
2021-05-18,9698.017578125,9772.8095703125,9224.3359375,9498.5732421875,5559925
2021-05-19,9473.642578125,9523.50390625,9124.61328125,9249.2666015625,4815460
2021-05-20,9249.2666015625,9548.4345703125,9074.751953125,9498.5732421875,4312565
2021-05-21,9473.642578125,9573.365234375,9274.197265625,9398.8505859375,3132992
2021-05-24,9473.642578125,9473.642578125,9174.474609375,9199.4052734375,2583066
2021-05-25,9224.3359375,9423.78125,9124.61328125,9373.919921875,4535283
2021-05-27,9473.642578125,9648.1572265625,9373.919921875,9473.642578125,9299902
2021-05-28,9473.642578125,9648.1572265625,9348.9892578125,9623.2265625,2728169
2021-05-31,9648.1572265625,9747.87890625,9423.78125,9673.087890625,3283409
2021-06-02,9872.5322265625,10495.798828125,9772.8095703125,10396.076171875,11115339
2021-06-03,10396.076171875,10520.7294921875,10121.8388671875,10520.7294921875,5783345
2021-06-04,10520.7294921875,10520.7294921875,10246.4921875,10346.21484375,4183908
2021-06-07,10470.8681640625,10470.8681640625,10196.630859375,10371.1455078125,2376393
2021-06-08,10246.4921875,10371.1455078125,10071.9775390625,10146.76953125,3888488
2021-06-09,10146.76953125,10470.8681640625,10146.76953125,10371.1455078125,4040510
