date,open,high,low,close,volume
2023-03-27,1768.75,1812.5,1725.0,1750.0,13320400
2023-03-28,1762.5,1781.25,1737.5,1737.5,7009200
2023-03-29,1743.75,1750.0,1712.5,1731.25,11578800
2023-03-30,1731.25,1750.0,1718.75,1743.75,9456800
2023-03-31,1743.75,1750.0,1700.0,1737.5,10108800
2023-04-03,1737.5,1737.5,1706.25,1706.25,6346400
2023-04-04,1712.5,1718.75,1693.75,1706.25,10189200
2023-04-05,1712.5,1725.0,1650.0,1706.25,27160000
2023-04-06,1706.25,1706.25,1662.5,1687.5,10398800
2023-04-10,1687.5,1687.5,1650.0,1656.25,11635600
2023-04-11,1662.5,1675.0,1643.75,1675.0,9682400
2023-04-12,1662.5,1675.0,1618.75,1675.0,28458400
2023-04-13,1668.75,1687.5,1650.0,1650.0,7846800
2023-04-14,1656.25,1662.5,1637.5,1650.0,10776800
2023-04-17,1650.0,1681.25,1643.75,1662.5,16702800
2023-04-18,1656.25,1675.0,1656.25,1675.0,6414800
2023-04-26,1681.25,1693.75,1650.0,1650.0,14712400
2023-04-27,1650.0,1725.0,1650.0,1700.0,15019600
2023-04-28,1700.0,1781.25,1700.0,1750.0,586494400
2023-05-02,1775.0,1862.5,1762.5,1837.5,70668800
2023-05-03,1837.5,1862.5,1800.0,1862.5,16257200
2023-05-04,1862.5,1906.25,1831.25,1887.5,28884400
2023-05-05,1900.0,1906.25,1868.75,1887.5,13990000
2023-05-08,1887.5,1950.0,1881.25,1937.5,26408000
2023-05-09,1937.5,1950.0,1900.0,1931.25,38453200
2023-05-10,1931.25,1993.75,1912.5,1931.25,23577200
2023-05-11,1881.25,1956.25,1881.25,1900.0,15798400
2023-05-12,1900.0,1981.25,1893.75,1950.0,9819600
2023-05-15,1943.75,1975.0,1900.0,1918.75,9053200
2023-05-16,1912.5,1912.5,1843.75,1856.25,45058800
2023-05-17,1856.25,1931.25,1831.25,1900.0,14148000
2023-05-19,1900.0,1956.25,1900.0,1950.0,27738800
2023-05-22,1950.0,1950.0,1906.25,1912.5,12486400
2023-05-23,1918.75,1931.25,1887.5,1912.5,12628800
2023-05-24,1925.0,2037.5,1912.5,1981.25,30994000
2023-05-25,1950.0,2025.0,1931.25,1943.75,27302000
2023-05-26,1943.75,1981.25,1900.0,1962.5,3894800
2023-05-29,1962.5,2037.5,1962.5,2006.25,22658000
2023-05-30,2006.25,2118.75,2006.25,2050.0,64653600
2023-05-31,2031.25,2112.5,2031.25,2075.0,43034000
2023-06-05,2075.0,2168.75,2062.5,2087.5,33222800
2023-06-06,2118.75,2156.25,2081.25,2125.0,56573600
2023-06-07,2118.75,2193.75,2062.5,2193.75,66869600
2023-06-08,2193.75,2212.5,2162.5,2175.0,39594800
2023-06-09,2175.0,2200.0,2143.75,2175.0,28679600
2023-06-12,2175.0,2237.5,2150.0,2162.5,26414400
2023-06-13,2162.5,2200.0,2150.0,2175.0,23050400
2023-06-14,2175.0,2262.5,2143.75,2187.5,24470400
2023-06-15,2187.5,2268.75,2156.25,2250.0,48875600
2023-06-16,2250.0,2281.25,2243.75,2275.0,228513200
2023-06-19,2275.0,2275.0,2068.75,2093.75,37148000
2023-06-20,2112.5,2168.75,2100.0,2137.5,14054400
2023-06-21,2137.5,2237.5,2137.5,2212.5,20417600
2023-06-22,2212.5,2237.5,2112.5,2150.0,26556800
2023-06-23,2156.25,2250.0,2150.0,2175.0,29059600
2023-06-26,2181.25,2225.0,2143.75,2193.75,10146000
2023-06-27,2193.75,2206.25,2143.75,2156.25,11577600
2023-07-03,2156.25,2243.75,2150.0,2206.25,26049200
2023-07-04,2206.25,2293.75,2187.5,2243.75,26168400
2023-07-05,2243.75,2250.0,2193.75,2243.75,19332400
2023-07-06,2243.75,2312.5,2212.5,2262.5,31700400
2023-07-07,2262.5,2306.25,2237.5,2268.75,17188000
2023-07-10,2262.5,2275.0,2231.25,2243.75,8536800
2023-07-11,2243.75,2262.5,2206.25,2218.75,9107200
2023-07-12,2212.5,2250.0,2212.5,2250.0,5188000
2023-07-13,2206.25,2250.0,2187.5,2225.0,14603200
2023-07-14,2225.0,2281.25,2212.5,2268.75,17790800
2023-07-17,2275.0,2281.25,2231.25,2243.75,12245200
2023-07-18,2250.0,2262.5,2212.5,2218.75,8393200
2023-07-20,2218.75,2262.5,2218.75,2243.75,14176000
2023-07-21,2237.5,2250.0,2225.0,2243.75,5113600
2023-07-24,2243.75,2250.0,2200.0,2231.25,7233200
2023-07-25,2231.25,2231.25,2118.75,2137.5,28302400
2023-07-26,2143.75,2181.25,2087.5,2150.0,30933600
2023-07-27,2150.0,2225.0,2143.75,2187.5,19578800
2023-07-28,2193.75,2381.25,2162.5,2237.5,37582400
2023-07-31,2256.25,2412.5,2256.25,2300.0,31442800
2023-08-01,2300.0,2306.25,2262.5,2300.0,18995200
2023-08-02,2300.0,2343.75,2212.5,2243.75,18904000
2023-08-03,2243.75,2275.0,2225.0,2243.75,12621600
2023-08-04,2243.75,2262.5,2181.25,2206.25,13645600
2023-08-07,2206.25,2206.25,2150.0,2175.0,11150000
2023-08-08,2175.0,2275.0,2168.75,2250.0,26576400
2023-08-09,2250.0,2393.75,2250.0,2337.5,31609600
2023-08-10,2343.75,2368.75,2262.5,2325.0,20119200
2023-08-11,2325.0,2331.25,2275.0,2312.5,7376800
2023-08-14,2312.5,2375.0,2293.75,2306.25,13043200
2023-08-15,2312.5,2443.75,2293.75,2400.0,28983600
2023-08-16,2400.0,2512.5,2393.75,2437.5,30942800
2023-08-18,2437.5,2437.5,2400.0,2431.25,9731600
2023-08-21,2431.25,2475.0,2412.5,2412.5,18300000
2023-08-22,2418.75,2487.5,2418.75,2462.5,17794000
2023-08-23,2462.5,2487.5,2437.5,2468.75,6756000
2023-08-24,2456.25,2462.5,2425.0,2437.5,7200800
2023-08-25,2437.5,2462.5,2412.5,2437.5,6655200
2023-08-28,2437.5,2443.75,2387.5,2412.5,8400000
2023-08-29,2412.5,2431.25,2400.0,2406.25,8179200
2023-08-30,2406.25,2425.0,2387.5,2400.0,7895600
2023-08-31,2425.0,2425.0,2350.0,2400.0,11527200
2023-09-01,2400.0,2400.0,2350.0,2356.25,13203200
2023-09-04,2375.0,2375.0,2306.25,2318.75,15683200
2023-09-05,2331.25,2450.0,2331.25,2450.0,14978400
2023-09-06,2450.0,2450.0,2418.75,2431.25,12086800
2023-09-07,2431.25,2437.5,2387.5,2437.5,9807600
2023-09-08,2437.5,2475.0,2406.25,2462.5,16149200
2023-09-11,2481.25,2500.0,2462.5,2462.5,17666000
2023-09-12,2468.75,2500.0,2456.25,2456.25,9019200
2023-09-13,2456.25,2487.5,2456.25,2475.0,7626800
2023-09-14,2475.0,2481.25,2450.0,2475.0,14636800
2023-09-15,2481.25,2525.0,2462.5,2500.0,16690800
2023-09-18,2500.0,2500.0,2443.75,2462.5,12968800
2023-09-19,2462.5,2487.5,2462.5,2475.0,7912400
2023-09-20,2462.5,2475.0,2450.0,2462.5,5948800
2023-09-21,2468.75,2468.75,2425.0,2437.5,14191200
2023-09-22,2437.5,2537.5,2437.5,2493.75,8039200
2023-09-25,2556.25,2556.25,2462.5,2475.0,8128000
2023-09-26,2487.5,2487.5,2412.5,2437.5,19250400
2023-09-27,2437.5,2443.75,2368.75,2418.75,24419200
2023-09-29,2418.75,2531.25,2412.5,2456.25,18451600
2023-10-02,2456.25,2587.5,2456.25,2575.0,13503600
2023-10-03,2575.0,2687.5,2550.0,2600.0,25022400
2023-10-04,2618.75,2625.0,2525.0,2625.0,16687600
2023-10-05,2625.0,2656.25,2568.75,2600.0,21262400
2023-10-06,2618.75,2618.75,2518.75,2550.0,9975600
2023-10-09,2550.0,2631.25,2525.0,2625.0,16329600
2023-10-10,2625.0,2643.75,2587.5,2618.75,10980000
2023-10-11,2618.75,2656.25,2581.25,2625.0,17110400
2023-10-12,2625.0,2712.5,2625.0,2675.0,13092000
2023-10-13,2668.75,2675.0,2600.0,2631.25,15772800
2023-10-16,2631.25,2675.0,2593.75,2625.0,9659600
2023-10-17,2625.0,2662.5,2506.25,2537.5,12996800
2023-10-18,2537.5,2543.75,2400.0,2450.0,57484800
2023-10-19,2500.0,2531.25,2437.5,2475.0,23176400
2023-10-20,2475.0,2512.5,2443.75,2475.0,9876000
2023-10-23,2475.0,2481.25,2312.5,2418.75,19499200
2023-10-24,2418.75,2425.0,2375.0,2406.25,4611200
2023-10-25,2425.0,2431.25,2337.5,2350.0,19941200
2023-10-26,2350.0,2412.5,2325.0,2412.5,15954800
2023-10-27,2412.5,2487.5,2393.75,2462.5,17624000
2023-10-30,2493.75,2525.0,2343.75,2400.0,29451600
2023-10-31,2443.75,2443.75,2325.0,2362.5,23846800
2023-11-01,2362.5,2387.5,2300.0,2362.5,17095200
2023-11-02,2362.5,2406.25,2281.25,2300.0,36274400
2023-11-03,2300.0,2381.25,2281.25,2325.0,14910400
2023-11-06,2325.0,2456.25,2318.75,2381.25,18435200
2023-11-07,2337.5,2381.25,2318.75,2350.0,7526800
2023-11-08,2300.0,2318.75,2275.0,2300.0,7718800
2023-11-09,2300.0,2387.5,2300.0,2343.75,11990000
2023-11-10,2343.75,2356.25,2243.75,2293.75,12330800
2023-11-13,2293.75,2381.25,2293.75,2362.5,6155200
2023-11-14,2362.5,2368.75,2262.5,2325.0,4419200
2023-11-15,2325.0,2400.0,2325.0,2368.75,7030800
2023-11-16,2368.75,2368.75,2300.0,2325.0,4192000
2023-11-17,2325.0,2325.0,2268.75,2275.0,9585200
2023-11-20,2287.5,2293.75,2256.25,2275.0,11031600
2023-11-21,2275.0,2293.75,2256.25,2287.5,10238800
2023-11-22,2287.5,2293.75,2243.75,2275.0,8118000
2023-11-23,2287.5,2331.25,2281.25,2318.75,8320400
2023-11-24,2312.5,2312.5,2162.5,2275.0,10521600
2023-11-27,2231.25,2306.25,2231.25,2300.0,6149200
2023-11-28,2300.0,2318.75,2268.75,2287.5,5790800
2023-11-29,2287.5,2400.0,2287.5,2381.25,13013200
2023-11-30,2381.25,2400.0,2337.5,2381.25,9193600
2023-12-01,2381.25,2406.25,2350.0,2393.75,10284400
2023-12-04,2381.25,2400.0,2312.5,2325.0,18896800
2023-12-05,2325.0,2362.5,2312.5,2350.0,15895600
2023-12-06,2350.0,2356.25,2318.75,2325.0,7942400
2023-12-07,2325.0,2375.0,2300.0,2343.75,19514800
2023-12-08,2343.75,2375.0,2306.25,2356.25,11179200
2023-12-11,2337.5,2356.25,2306.25,2337.5,7612400
2023-12-12,2337.5,2450.0,2337.5,2418.75,13945600
2023-12-13,2418.75,2443.75,2356.25,2368.75,12392400
2023-12-14,2375.0,2431.25,2337.5,2387.5,7413600
2023-12-15,2393.75,2418.75,2375.0,2375.0,80852000
2023-12-18,2375.0,2381.25,2300.0,2337.5,16969600
2023-12-19,2337.5,2362.5,2325.0,2350.0,10107200
2023-12-20,2350.0,2350.0,2325.0,2350.0,6872400
2023-12-21,2350.0,2362.5,2300.0,2350.0,29103200
2023-12-22,2350.0,2362.5,2312.5,2350.0,9843200
2023-12-27,2350.0,2356.25,2318.75,2343.75,15272400
2023-12-28,2343.75,2350.0,2318.75,2337.5,4076400
2023-12-29,2337.5,2350.0,2312.5,2343.75,6202000
2024-01-02,2343.75,2356.25,2325.0,2343.75,4097200
2024-01-03,2337.5,2356.25,2306.25,2350.0,13056000
2024-01-04,2350.0,2368.75,2337.5,2356.25,4460400
2024-01-05,2356.25,2356.25,2318.75,2318.75,14703200
2024-01-08,2318.75,2337.5,2312.5,2331.25,10026800
2024-01-09,2325.0,2356.25,2312.5,2318.75,7074000
2024-01-10,2325.0,2400.0,2325.0,2375.0,17016400
2024-01-11,2400.0,2425.0,2375.0,2406.25,12761600
2024-01-12,2406.25,2468.75,2381.25,2431.25,10814400
2024-01-15,2431.25,2525.0,2431.25,2468.75,18307200
2024-01-16,2468.75,2493.75,2450.0,2475.0,10647600
2024-01-17,2512.5,2512.5,2393.75,2437.5,12008000
2024-01-18,2431.25,2525.0,2412.5,2500.0,21241200
2024-01-19,2500.0,2525.0,2450.0,2493.75,4667600
2024-01-22,2475.0,2475.0,2412.5,2425.0,4924400
2024-01-23,2437.5,2493.75,2425.0,2462.5,16462000
2024-01-24,2468.75,2500.0,2468.75,2487.5,7034400
2024-01-25,2487.5,2512.5,2475.0,2500.0,4370400
2024-01-26,2500.0,2500.0,2450.0,2487.5,14830800
2024-01-29,2475.0,2481.25,2406.25,2406.25,12197200
2024-01-30,2406.25,2412.5,2318.75,2362.5,14494000
2024-01-31,2387.5,2425.0,2356.25,2393.75,10421600
